input	target
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn bọ́tìnì sí ẹ̀̀̀gbẹ́ pánẹ́ẹ̀lì kọ̀ọ̀kan tí a lè lò láti gbé pánẹ́ẹ̀lìnáà lọ sí igun ojú kọ̀ǹpútà náà.Yóò sì fi bọ́tìnì kan tó ń ṣàfihàn sílẹ̀	If true,buttons will be placed on each side of the panel which may be used to move the panel to edge of the screen,leaving only a button showing.
Àwọn ìkúndùǹ Ìjánu-ìsún Ààyè-iṣẹ́	Workspace Switcher Preferences
Ṣàfihàn ìrànwọ́ awáròyìn wẹ́ẹ̀bù	Display web browser help
Ìtúndarí sí s.	Redirecting to s…
Ṣi nínú Àwọn Táàbù Tuntun	Open in New Tabs
s jáde láìròtẹ́lẹ̀	s has quit unexpectedly
Mú Ìdáàdòdò ojú kọ̀ǹpútà ṣiṣẹ́	Activate Screensaver
Ń sọ ìgbà tí a óò pín àwọn fèrèsé láti inú ìṣàmúlò-ètò kan náà lórí àtòjọ fèrèsé.Àwọn fálù tó lè jẹ́ ni rárá,aládàáṣe àti ìgbà gbogbo.	Decides when to group windows from the same application on the window list.Possible values are never,auto and always.
Vietnamese VPS	Vietnamese VPS
Ṣàgbéwọlé Líǹkì	Download Link
Yí àwọn ààtò ìfẹ̀sí-ètò kọ̀ǹpútà padà ó kan gbogbo òǹlò	Change system-wide settings affects all users
position,size,and maximum	Unknown Display
Ń Bẹ̀rẹ̀	Starting s
CyrillicUkrainian MacUkrainian	CyrillicUkrainian MacUkrainian
Férémù yìí nìkan ni ko fihàn nínú fèrèsé yìí	Show only this frame in this window
Pánẹ́ẹ̀lì àárín orí ásìsì x	Center panel on x-axis
Pa Pánẹ́ẹ̀lì Yìí Jẹ	Delete This Panel
Ìyítumọ̀ Àyọkà	Text Encoding
Visual Hebrew ISO-8859-8	Visual Hebrew ISO-8859-8
Aṣàyàn Fèrèsé	Window Selector
Bójútó ipò àìsí lórí wáyà pẹ̀lú Alábòójútó-Alátagbà	Automatically manage offline status with NetworkManager
O kò ní ìyànda láti ṣẹ̀dá àwọn fáìlì nínú atọ́nà yìí.	You do not have permission to create files in this directory.
Ṣàgbéwọlé fáìlì tó ní agbára láti léwu yìí	Download this potentially unsafe file
Ní ọgbọ̀n ìṣẹ̀jú sẹ́yìn	Last 30 minutes
Yọ Táàbù	Detach Tab
Fátìrì Agbègbè Ìkéde	Notification Area Factory
Fi àwòrán sí pánẹ́ẹ̀lì	City Time Zone
Lẹ agbàròyìn dúró náà	Paste the clipboard
Pánẹ́ẹ̀lì àárín orí ásìsì y	Center panel on y-axis
Ìwọ̀n Déédéé	Normal Size
Àtúnṣe Déètì Àkókò	Adjust Date Time
Ṣí fèrèsé àwọn àmì-ìwé náà	Open the bookmarks window
Agbéròyìn Jáde Tó Ṣeé Yọ	Removable Media
Tó bá jẹ́ òótọ́,a óò ṣàfihàn ìṣàfarawé kọ̀ǹpútà ẹja tí ó yípo lórí àwọn pánẹ́ẹ̀lì òòró.	If true,the fish's animation will be displayed rotated on vertical panels.
Àwọn Àwòrán	Image options
Gbé Táàbù Sósì	Move Tab Left
Àtòpọ̀ àkópọ̀ ìròyìn àtijọ́ ti ṣí kúrò	Old profiles configuration migrated
Fi àká-àtòjọ-ẹ̀yàn pamọ́ nípa ìpéwọ̀n	Hide the menubar by default.
Láti inú àwọn gbàgede tí o bẹ̀wò nìkanOnly from sites you visit	Only from sites you visit
Yan wúnrẹ̀nkan láti fikún s	Find an item to add to s
Croatian MacCroatian	Croatian MacCroatian
Dúrọ́wà tó ta síta láti fi àwọn wúnrẹ̀n mìíràn pamọ́	A pop out drawer to store other items in
Ìgúnrégé wákàtí	Hour format
GNOME Jẹ oun tí ò gbààyè,tì o ṣé lò,tí o fẹsẹ múlẹ,abánirẹ àyíká ìlànà kọmpútà fún ojúlùmọ Unix ti ìdarí kọmpútà	GNOME is a Free,usable,stable,accessible desktop environment for the Unix-like family of operating systems.
Fikún Pánẹ́ẹ̀lì	Add to Panel
Ṣí fèrèsé awáròyìn tuntun	Open a new browser window
Ṣí Líǹkì nínú Fèrèsé Tuntun	Open Link in New Window
Tó bá jẹ́ òótọ́,pánẹ́ẹ̀lì náà á gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà náà ìgasí tí o bá jẹ́ pánẹ́ẹ̀lì olóòró.Nínú móòdù yìí,pánẹ́ẹ̀lì a kàn lè gbé pánẹ́ẹ̀lì sígun ojú kọ̀ǹpútà ni.Tó bá jẹ́ irọ́,pánẹ́ẹ̀lì náà á kàn tóbi láti gba gbogbo àwọn ápúlẹ́ẹ̀tì náà,àwọn aṣàfilọ́lẹ̀ àti àwọn bọ́tìnì lórí pánẹ́ẹ̀lì náà.	If true,the panel will occupy the entire screen width height if this is a vertical panel.In this mode the panel can only be placed at a screen edge.If false,the panel will only be large enough to accommodate the applets,launchers and buttons on the panel.
Tó bá jẹ́ òótọ́,àtòjọ fèrèsé á fi àwọn fèrèsé láti inú gbogbo àwọn ààyè-iṣẹ́ hàn.Láì jẹ́ bẹ́ẹ̀,yóò kàn ṣàfihàn àwọn fèrèsé láti inú ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ ni.	If true,the window list will show windows from all workspaces.Otherwise it will only display windows from the current workspace.
Pa pánẹ́ẹ̀lì yìí jẹ	Delete this panel
Fi Férémù Yìí Nìkan Hàn	Show Only This Frame
Yí ìyítumọ̀ àyọkà náà padà	Change the text encoding
Fi àwọn fèrèsé láti inú ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ hàn	Show windows from current workspace
Alábòójútó fèrèsé rẹ kò ṣàtìlẹ́yìn bọ́tìnì ojú-iṣẹ́ ìfihàn tàbí o kò rọ́ọ̀nùalábòójútó fèrèsé ni.	Your window manager does not support the show desktop button,or you are not running a window manager.
Kò lè darapọ̀ mọ́ alábòójútó sáà	Could not connect to the session manager
Atọ́ka árò lórí àwọn bọ́tìnì ìpamọ́	Arrows on hide buttons
Western IBM-850	Western IBM-850
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,expand the list of weather information in the calendar window.
Orúkọ Òǹlò	User Name
httpwww.google.comsearch qsieUTF-8oeUTF-8	httpwww.google.comsearch qsieUTF-8oeUTF-8
Ìkìlọ̀ Ó jọ wí pé àṣẹ náà máa wúlò.Níwọ̀n ìgbà tí ápúlẹ́ẹ̀tì yìí kò wúlò,o lè má fẹ́ ṣe èyí.A gbà ẹ́ nímọ̀ràn gidi kí o má lo s fún ohunkóhun tí yóò mú ápúlẹ́ẹ̀tì náà jẹ́ ṣíṣe tàbí wúlò.	The command appears to be something actually useful.Since this is a useless applet,you may not want to do this.We strongly advise you against using s for anything which would make the applet practical or useful.
Thai TIS-620	Thai TIS-620
Ń sọ ìgbà tí a óò pín àwọn fèrèsé láti inú ìṣàmúlò-ètò kan náà lórí àtòjọ fèrèsé.Àwọn fálù tó lè jẹ́ ni rárá,aládàáṣe àti ìgbà gbogbo.	Decides when to group windows from the same application on the window list.Possible values are never,auto and always.
Cyrillic IBM-855	Cyrillic IBM-855
Ipa àkóónú àtòjọ-ẹ̀yàn	Menu content path
Àwọn ìkúndùn aládàáni	Personal preferences
A ní láti pààrọ̀ omi náà Wo déètì òní	The water needs changing
Thai TIS-620	Thai TIS-620
a d b Yfriendly timeFeb 12 1997	b d IM p
Fún JavaScript lágbára iṣẹ́	Enable JavaScript
Yan wúnrẹ̀nkan láti fikún pánẹ́ẹ̀lì	Find an item to add to the panel
Cyrillic IBM-855	Cyrillic IBM-855
Ojú-ìwé òfìfo	Blank page
Tẹ bọ́tìnì yìí láti rọ́ọ̀nù ìṣàmúlò-ètò tí a yàn tàbí àṣẹ inúààyè wúnrẹ̀n àmúwọlé àṣẹ.	Click this button to run the selected application or the command in the command entry field.
Nípa GNOME	About GNOME
position,size,and maximum	could not get information about output d
Fi Pánẹ́ẹ̀lì Pamọ́	Hide Panel
Ìró Fídíò	Sound Video
Kọ́dínéètì Y pánẹ́èlì	Y co-ordinate of panel
Fèrèsé Tuntun	New Window
Àṣìṣe ìyípadà ìwé 's' s	Error rewinding file 's' s
Vietnamese Windows-1258	Vietnamese Windows-1258
Àtòjọ-ẹ̀yàn agbé-ọ̀pọ̀-ìròyìn-jáde	Multimedia menu
Ìdarapọ̀ èyíkèyí	Any type of connection
Bọ́́tìnì yìí ń sọ ní pàtó iye àwọn róòlù fún ìlàálẹ̀ ìbú tàbí àwọṅ kọ́lọ̀mù fún ìlàálẹ̀òòró tí ìjánu-ìsún ààyè-iṣẹ́ ń fihàn àwọn ààyè-iṣẹ́ náà.Bọ́tìnì yìí kàn sì wúlòtí bọ́tìnì àwọn ààyè-iṣẹ́gbogboìṣàfihàn bá jẹ́ òótọ́.	This key specifies how many rows for horizontal layout or columns for vertical layout the workspace switcher shows the workspaces in.This key is only relevant if the displayallworkspaces key is true.
A kò ri	Not found
Àwọn orúkọ àyè-iṣẹ́	Workspace names
Korean JOHAB	Korean JOHAB
Lo àkókò Ítánẹ́ẹ̀tì	Use Internet time
Gbé lórí Àká-irinṣẹ́	Move on Toolbar
Àwọn Ààtò Ìráyè	Universal Access Settings
Pánẹ́ẹ̀lì Ìgun Ìsàlẹ̀	Bottom Edge Panel
s Àwọn àbùdá	s Properties
Igi àtòjọ-ẹ̀yàn ṣófo	Menu tree is empty
Fẹ̀ẹ́ láti lè gba gbogbo ìfẹ̀sí ojú kọ̀ǹpútà	Expand to occupy entire screen width
Orúkọ láti dá pánẹ́ẹ̀lì mọ̀	Name to identify panel
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Reboot Anyway
A pín Awáròyìn Wẹ́ẹ̀bù GNOME pẹ̀lú ìrètí pé yóò wúlò ṣùgbọ́n a pin LÁÌ SÍ WÁRÁǸTÌ,kódà wáráǹ̀tì ITAJA tàbí ÌWÚLÒ FÚN ÌLÒ PÀTÀKÌ KAN.Wo Àṣẹ Gbogbogbò GNU fún àlàyé lẹ́kùnrẹ́rẹ́.	The GNOME Web Browser is distributed in the hope that it will be useful,but WITHOUT ANY WARRANTY without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.See the GNU General Public License for more details.
Àwọn Ìrísí-lẹ́tà Sítàì	Fonts Style
Central European IBM-852	Central European IBM-852
Pánẹ́ẹ̀lì àárín orí ásìsì x	Center panel on x-axis
Nọ́ńbà Atẹ̀léra	Serial Number
Darapọ̀ mọ́ Sáfà.	Connect to Server.
Kóòdù gbogbogbò UTF-8	Unicode UTF-8
Ṣàyẹ̀wò Àwọn Àtòjọ-ẹ̀yàn	Edit Menus
Ṣàfihàn ẹja tó ń wẹ̀ tàbí ẹ̀dá ẹrankó mìíràn	Display a swimming fish or another animated creature
Bọ́́tìnì yìí ń sọ ní pàtó iye àwọn róòlù fún ìlàálẹ̀ ìbú tàbí àwọṅ kọ́lọ̀mù fún ìlàálẹ̀òòró tí ìjánu-ìsún ààyè-iṣẹ́ ń fihàn àwọn ààyè-iṣẹ́ náà.Bọ́tìnì yìí kàn sì wúlòtí bọ́tìnì àwọn ààyè-iṣẹ́gbogboìṣàfihàn bá jẹ́ òótọ́.	This key specifies how many rows for horizontal layout or columns for vertical layout the workspace switcher shows the workspaces in.This key is only relevant if the displayallworkspaces key is true.
Fún àwọn ìtalólobó-irinṣẹ́ lágbára	Unable to mount s
Pa dúrọ́wà yìí je	Delete this drawer
Ìdẹsẹ̀dúró fún férémù kọ̀ọ̀kan	Pause per frame
Ààyè fáìlì ojú-iṣẹ́ tó ń ṣàpèjúwe aṣàfilọ́lẹ̀.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ nǹkan-aṣàfilọ́lẹ̀.	The location of the .desktop file describing the launcher.This key is only relevant if the objecttype key is launcher-object.
Korean JOHAB	Korean JOHAB
Turkish MacTurkish	Turkish MacTurkish
Ṣàbójútó Àwọn Ìwé-ẹ̀rí	Manage Certificates
Wáròyìn wẹ́ẹ̀bù náà	Browse with caret
Ṣàgbéwọlé àwọn fáìlì náà láládàáṣe kí o sì ṣí wọn	Automatically open downloaded files
A,B d Y	A,B d Y
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary files
Ipò nǹkan pánẹ́ẹ̀lì yìí.Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì tàbí òkè òòró ni yóò sọ ipò náà ní pàtó.	The position of this panel object.The position is specified by the number of pixels from the left or top if vertical panel edge.
Àṣìṣe kíka oye Ítíjà GConf 's' s	Error reading GConf integer value 's' s
Tó bá jẹ́ òótọ́,fi déètì hàn nínú ìtalólobó-irinṣẹ́ nígbà tí atọ́ka bá wà lórí aago.	If true,show date in a tooltip when the pointer is over the clock.
Tẹ̀ láti wo àwọn àdéhùn-ìpàdé àti àwọn iṣẹ́ rẹ	Click to view your appointments and tasks
Fi s hàn	Show s
Ojúṣe àtòjọ-ètò yìí ni láti fi àwọn ìṣàmúlò-ètò mìíràn lọ́lẹ̀ kí o sìmáa ṣe àfibọ̀ àwọn ápúlẹ́ẹ̀tì kékeré sínú ara wọn.	This program is responsible for launching other applications and provides useful utilities.
Pánẹ́ẹ̀lì Àárín Tí Ọ̀tún	Right Centered Panel
Ìgbà tó yẹ ká pín àwọn fèrèsé	When to group windows
kò sí URL láti pilẹ síwájú	No URL to launch
Yípo lórí àwọn pánẹ́ẹ̀lì òòró	Rotate on vertical panels
Ìtẹ̀-ìka ọwọ́ SHA1	SHA1 Fingerprint
Tó bá jẹ́ ò̀ótọ́,a óò gbé àwọn atọ́ka-árò sórí àwọn bọ́tìnì ìpamọ́.Bọ́tìnì yìíkàn wúlò tí àwọn bọ́tìnìtí a fún lágbára bá jẹ́ òótọ́.	If true,arrows will be placed on the hide buttons.This key is only relevant if the enablebuttons key is true.
Ó kùnà láti ki àwòrán s	Unable to load file 's' s.
Àkọ́gbéyẹ̀wò píríǹtì	Print preview
Kò lè ṣàfihàn ààyè 's	Could not open location 's
Pa Àwọn Àkọsílẹ̀ Àìpẹ̀ Rẹ́	Clear Recent Documents
Orúkọ Òǹlò	User Name
Yan ìṣàmúlò-ètò láti wòye àpèjúwe rẹ̀.	Select an application to view its description.
Fi àwọn àbùdá fún àmì-ìwé yìí hàn	Show properties for this bookmark
Pánẹ́ẹ̀lì Àárín Ìsàlẹ̀	Bottom Centered Panel
Pánẹ́ẹ̀lì Igun Ọ̀tún	Right Edge Panel
ID fáìlì ojú-iṣẹ́ àìfẹsẹmúlẹ̀	Invalid desktop file ID
Ó fi pánẹ́ẹ̀lì pamọ́ sí igun	Automatically hide panel into corner
Ṣàgbéwọlé àwọn fáìlì náà láládàáṣe kí o sì ṣí wọn	Automatically open downloaded files
Kò lè darapọ̀ mọ́ sáfà	Could not connect to server
Yí àwòrán po lórí àwọn pánẹ́ẹ̀lì òòró	Rotate image on vertical panels
Á̀mì-àṣírí Òǹlò	Master password needed
Wáròyìn wẹ́ẹ̀bù náà	Browse the web
Àwọn Sáà	Session to use
Àtòjọ-ẹ̀yàn Pátá	Entire menu
Kò lè ṣàfihàn ààyè 's	Could not open location 's
Korean ISO-2022-KR	Korean ISO-2022-KR
Tó bá jẹ́ òótọ́,ṣàfihàn déètì nínú aago gẹ́gẹ́ bí àfíkun àkókò	If true,display date in the clock,in addition to time.
Korean UHC	Korean UHC
Fi gbogbo àwọn ààyè-iṣẹ́ hàn	Show all workspaces in
Rọ́ọ̀nù Ìṣàmúlò-ètò.	Choose an icon
Àwọn ìyítumọ̀ mìíràn	Other encodings
Ààyè Aṣàfilọ́lẹ̀	Choose Location
httpwww.google.comsearch qsieUTF-8oeUTF-8	httpwww.google.comsearch qsamp ieUTF-8amp oeUTF-8
Mú àwọn bọ́tìnì ìpamọ́ ṣiṣẹ́	Enable hide buttons
Cyrillic IBM-855	Cyrillic IBM-855
Tó bá jẹ́ òótọ́,ṣàfihàn àwọn ìṣísẹ̀ nínú àkókò.	If true,display seconds in time.
Kò lè ṣí àkọsílẹ̀ tí a lò tán láìpẹ́	Could not open recently used document s
Àwọn Àwòrán	Image options
Gbé àwọn àmì-ìwé wọlé láti	Import bookmarks from
Fi gbogbo àwọn ààyè-iṣẹ́ hàn	Show all workspaces in
Western ISO-8859-15	Western ISO-8859-15
Dídá Àwọn Fèrèsé Tó Pajúdé Padà Sípò	Restoring Minimized Windows
ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a OAFIIDGNOMEClockApplet.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ápúlẹ́ẹ̀tì-bonobo.	The implementation ID of the applet - e.g.ClockAppletFactoryClockApplet.This key is only relevant if the objecttype key is external-applet or the deprecated bonobo-applet.
