input	target
Default zoom level used by the icon view.	Difọọltụ ógó ndapụ ọsịṣọ nke ngosi aịkọn jiri rụọ ọrụ.
Applications that did not fit in other categories	Usoro iheomume na-abanyeghị n'ọ́nụ́ ndị ọzọ
Open Scripts Folder	Mepee ihendesịta nsomebefaịlụ
dth link to s	dth banye na s
parent s has not been defined	Akọwabeghị s perentị
Small Title Font	Obere isiokwu ihumkpụrụedemede
You do not have permissions to access the destination folder.	Inweghị ikikere ide ihe n'ụlọ.
Show workspace names in switcher	Gosi aha wọkspeesi na omembanye
s is an executable text file.	s bụ faịlụ ngwe dị̄ mbido.
Color name	Aha ụcha
This file cannot be unmounted	Agaghị ewunyenwu ákàrà ahụ.
Remove from overview	Wepụ na tulbáà
The time delay before raising a window if autoraise is set to true.The delay is given in thousandths of a second.	Oge egburu tupuu nwelite windo ọ bụrụ na autoraise na ahaziri ya ka ọ bụrụ eziokwu.A ga-enye ogbugbu oge ahụ na tawụzan nke otu sekọndụ.
s\t2 s	s 2 s
B can't be put in the trash.Do you want to delete it immediately	Agaghị enwenwu ike ikpụga faịlụ n'ebemkpofuozi,ịchọrọ ihicha ozugbo
This file cannot be stopped	Agaghị ewunyenwu ákàrà ahụ.
Use a custom command	Wepụ aịkọn emereredịkachọrọ
This key specifies the filename of the pixmap which will be used for the animation displayed in the fish applet relative to the pixmap directory.	Kii a na-ezipụta ahafaịlụ nke pixmap nke a ga-eji maka ngosipụta anịmeshiọn n'ime apleetị azụ yītụ́wárá ihenlereanya pixmap.
b d Y	a d b Y
Bottom dock	Windo ndị ahụokpụrụ dọ́ọ̀kụ̀
Cannot Overwrite File	Degharịa faịlụ
Show seconds	Gosi Elekere nke ntabi anya
Detect media in the selected drive	Wepụ ụda ahụ a họọrọ
must be specified for this frame style	A ga-ezipụtarịrị maka ọdịdị fréèmù a
s is an executable text file.	s bụ faịlụ ngwe dị̄ mbido.
Toolbar style	Ọdịdị tulbáà
Protect your computer from unauthorized use	Chekwaa Kọmputa gị site n'aka ndị a na-enyeghị ikike iji ya1 msgctxt panelshowusername
today,-IM p	Táà,-IM p
Did not understand state s for element	Aghọtaghị ọnọdụ s maka elementị
Move 's' to trash	Kpụga n'ebemkpofuozi
today at 000000 PM	Táà na 000000 PM
Read and write	Megharịa ndezi
Setting permissions	Ndehie na-ahazi ikike
Angle must be between 0.0 and 360.0,was g	Ńkọ́ ga-adịrịrị n'etiti 0.0 na 360.0,bụ g
Open Link	Mepee ụzọ njikọ
The path from which the menu contents is contructed.If empty,the menu will be the default applications menu.	Paatị ahụ nke e siri rụpụta ndịna menu.Kii a na-aba uru ma ọ bụrụ na kii usemenupath bụ eziokwu nakwa kii objecttype bụ menu- object.
If set to true,newly opened windows will have the side pane visible.	Ọ bụrụ na a haziri ya na eziokwu,windo ndị á kà mepere ọfụụ ga-eme ka áhụ́ saịd pen anya.
Increase the text size	Bawanye ụhara ngwe ahụ
Workarounds for broken applications disabled.Some applications may not behave properly.	Rụgharịa maka usoroiheomume mebirila emebi.Ụfọdụ usoroiheomume nwere ike ha agaghị akpa ezi agwa.
Solid color	Ụcha bụ̄ ákpụ̀
Network Servers icon visible on the desktop	A hụrụ aịkọn nke ụlọ na desktọ́ọ̀pụ̀
Sorry,but you cannot execute commands from a remote site.	Ndọ,ịgaghị ewepụtanwu ǹtììwú site na saịtị rìmóòtù.
Selection Caret	Nhọrọ Káréètị̀
Detach current tab	Kepụta táàbụ̀ ọfụụ
Arrange items	Hazie ihenhọrọ ndị ahụ
s\t2 s	s 2 s
The default size of an icon for a thumbnail in the icon view.	Ndesịta dị̀fọ́ọ̀ltụ̀ nke mpagharaogologo ahụrụanya ná ngosi ndesịta.
Show hide buttons	Gosi bọtịnị ndị e zoro ezo
Toggle the display of hidden files in the current window	Tọ́gụ̀lụ̀ọ́ ngosi nke faịlụ ndị ezoro ezo na windo ọfụụ
Menu content path	Paatị ndịna menu
Gradients should have at least two colors	Mmakọ ụcha kwesịrị inwe ọbụnaghị ụcha abụọ
Error closing session file 's' s	Ndehie mmechi oge mmem faịlụ 's' s
Import failed	Mbubata dara ada
Unable to open desktop file s for panel launcherss	Desktọọpụ faịlụ s ekweghị mmepe maka obubàtà paneelụss
Move Up	Kpụga n'elu
If set to true,then Nautilus lets you edit and display file permissions in a more unix-like way,accessing some more esoteric options.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus ga-enyere gị aka idezi ụfọdụ ihenhọrọ ésòtéríìkì nke faịlụ na dayalọ́ọ̀gụ̀ nkarachọ faịlụ.
Window manager error	Ndehie onyenlekọta windo
Edit Menus	Dezie menu
Button aspect ratio g is not reasonable	Bọtịn aspektị reshio g abụghị nke echere n'echiche
Hide the menubar by default.	Zòó menubáà site na difọ́ọ̀ltụ̀
Display a swimming fish or another animated creature	Gosi azụ n'egwu mmiri mọọbụ ụdị anụmanụ ọzọ
Did not understand shadow s for element	A ghọtaghị inyogo s maka elementị
Bookmark name	Aha ụcha
Only for files smaller than	Sọsọ maka faịlụ ndị ahụ pekarịsịrị karịa
If true,show the temperature next to the weather icon.	Ọ bụrụ na ọ bụ eziokwu,Gosi ọnụọgụgụ izu ụka na Kalenda.
Only on This Workspace	Sọsọ na wọ́kspéèsì a
Sorry,but you cannot execute commands from a remote site.	Ndọ,ịgaghị ewepụtanwu ǹtììwú site na saịtị rìmóòtù.
Visible pixels when hidden	Pikselụ ndị ahụrụ anya mgbe ezoro ya ezo
Default View	Ngosi Dìfọ́ọ̀ltụ̀
The Bonobo implementation ID of the applet - e.g.OAFIIDGNOMEClockApplet.This key is only relevant if the objecttype key is bonobo-applet.	ID nwepụta Bonobo nke apleetị - ọmụmatụ.OAFIIDGNOMEClockApplet.Kii a na-aba uru ma ọ bụrụ na kii objecttype bụ bonobo-applet.
Show date in tooltip	Gosi ụbọchị na tuultip
If true,autocompletion in the Run Application dialog is made available.	Ọ bụrụ na o bụ eziokwu,a ga-ewepụta ngwụcha nkeonwe nọ na Bido usoroiheomume dayalọọgụ.
Network Servers icon visible on the desktop	A hụrụ aịkọn nke ụlọ na desktọ́ọ̀pụ̀
Disable unsafe protocols	Kwụsị ọrụ ọnséèfprotokọ́ọ̀lụ̀
Cannot Overwrite File	Degharịa faịlụ
Import bookmarks from the given file	Bubata búùkmáàks site na faịlụ enyere
geometry cannot be used with more than one URI.	agaghị ejinwu nautilus --jiometịrị karịa otu URI.
Alpha value s in blended color is not between 0.0 and 1.0	Valiu alpha s n'ụcha amakọrọ ọfụma anọghị n'etiti 0.0 na 1.0
Select all the text in a text field	Họrọ ngwe niile na m̀bárá ngwe
Custom format of the clock	Nhazi emeredịkachọrọ nke elekere
Nautilus cannot handle s locations.	Nautilus agaghị elekọtanwu s ebe ndị ahụ.
If this is set to true,an icon linking to the Network Servers view will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye n'ebemkpofuozi a ga-etinye ya na desktọ́ọ̀pụ̀.
File 's' is not a regular file or directory.	Faịlụ 's' abụghị faịlụ mgbe ọbụla mọọbụ ebenlereanya.
Visible pixels when hidden	Pikselụ ndị ahụrụ anya mgbe ezoro ya ezo
Cyrillic Windows-1251	Cyrillic Windows-1251
A,B -d Y at -IMS p	A,B -d Y at -IMS p
The location of the image file used as the icon for the object's button.If empty,the default icon for the menu will be used.	Ebe faịlụ inyogo ejiri dịka aịkọn maka bọtịnị ọbjektị.Kii a sọsọ na-aba uru ma ọ bụrụ na kii objecttype bụ drawer-object mọọbụ menu-object nakwa kii usecustomicon bụ eziokwu.
Custom format	Emeredịkachọrị nhaziihe
There is no s in this location.Perhaps it was just moved or deleted	Enweghị s na nsomebefaịlụ a.onwere ike bụrụ na akpụghara ya mọọbụ na ehichara ya
Coordinate expression had unknown variable or constant s	Nchịkọlata nkọwa nwere mgbanwe mọọbụ nke na-enweghị mgbanwe a na-amaghị s
GTK color specification must have the state in brackets,e.g.gtkfgNORMAL where NORMAL is the state could not parse s	GTK nzipụta ụcha ga-enwe ọnọdụ n'ụdị akara mmechi,ọmụmaatụ.gtkfgNORMAL ebe NỌ́MÁÀLỤ̀ bụ ọnọdụ agaghị enwenwu ike ịtọsasi s
Drag and drop this icon to create a link to this page	Dọọ ma tọgbọ aịkọn a ka o kewapụta ụzọ njikọ n'ihuakwụkwọ a
Should not have resize attribute on element for maximizedshaded states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
This drop target only supports local files.	Ńtọ̀gbọ̀ tágēètị̀ a sọsọ na-akwado faịlụ keụlọ.
s selected	s a họrọla
Show date in tooltip	Gosi ụbọchị na tuultip
Mon,Oct 00 0000 at 000000 PM	Mọn,Ọkt 00 0000 na 000000 PM
A list of panel IDs.Each ID identifies an individual toplevel panel.The settings for each of these panels are stored in appspaneltoplevels id.	Ndesịta ID paneelụ.IDs nke ọbụla na-egosi paneelụ tọplevụụl.Nhazi ahụ maka nke ọbụla nke paneelụ ndị a ka echekwara na appspaneltoplevels id.
If true,expand the list of tasks in the calendar window.	Ọ bụrụ na ọ bụ eziokwu,Gosi ọnụọgụgụ izu ụka na Kalenda.
Only show folders in the tree side pane	Sọsọ gosi nsomebefaịlụ na tríì saịdbáà
Baltic Windows-1257	Baltic Windows-1257
Setting permissions	Ndehie na-ahazi ikike
Display icons in the opposite order	Gosi aịkọn na iwu nhazi ntụgharị ihu
If set to true,then Nautilus will use a fade effect to change the desktop background.	Ọ bụrụ na a haziri ya na eziokwu,Nautilus gà-àdọ́ aịkọn ahụ na desktọ́òpụ̀.
Unknown type s on element	Ụdị a na-amaghị s na elementị
FirefoxMozilla bookmarks	Búùkmáàks FirefoxMozilla
By Type	Site n'ụdị
Baltic ISO-8859-4	Baltic ISO-8859-4
Test DBus Applet Factory	Nwalee ụlọọrụ Bonobo apleetị
Run in terminal	Bido ngwaọrụ mbupụ na mbubata ozi
Selection Caret	Nhọrọ Káréètị̀
Copy E-mail Address	Debata ngosi ebe imeelụ
Web Bookmarks	Búùkmáàkịs Wéèbụ̀
Theme file s did not contain a root element	Faịlụ isiokwu s enweghị mgbọrọgwụ elementị
Green Weave	Gríìn Wíìvù
s Files	Faịlụ ndị ahụ
Distance s is unknown	Amaghị s òtìtè ányá
This button lets you hide all windows and show the desktop.	Bọtịnị a ga-enyere gị aka izo windo niile ma gosi desktọọpụ.
Switch to workspace 4	Banye na wọ́kspéèsì 4
Rotate on vertical panels	Tugharịa na vatịkal peneelụ
View new folders using	Gosi nsomebefaịlụ ndị ọfụụ n'iji
Command icon	Aịkọn iwu
The screenshot command	Skrììnshọ́ọ̀tụ̀ọ́ ntiiwu
g milliseconds to draw one window frame	g milisekọndụ ga-àdọ́ otu windo fréèmù
Use own colors	Jiri ụcha nke gị
drd link to s	drd banye na s
When a folder is visited this viewer is used unless you have selected another view for that particular folder.Possible values are list-view,icon-view and compact-view.	Mgbe achọtara nsomebefaịlụ a na-eji ngosi faịlụ a ma ọ bụrụ na ị họrọla ngosi ọzọ maka otu nsomebefaịlụ.Uru dị mmenwu bụ listview na iconview.
Choose the order of information to appear beneath icon names.More information will appear when zooming in closer.	Họrọ iwu nhazi nke ozi ka ọpụta n'okpuru aha aịkọn.Ozi ọzọ ga-apụta mgbe á nà-èzúùmú nso nso.
New Window	Mepee windo ọfụụ
Always group windows	Windo nke nkewasị mgbe ọbụla
Make a permanent connection to this server	Mèé nsụnye apụghị apụ na sava a
Central European MacCE	Central European MacCE
Enable JavaScript	Na-ekwe asụsụihendesịta program
Error while deleting.	Ndehie mgbe a na-ehicha.
s found in configuration database is not a valid value for keybinding s	s enwetara na kọnfịgọreshiọn databéèzì abụghi uru nwere isi maka kíìbaịndịn s
Custom Side Pane Background Set	Nhazi okpuru saịd pen emeredịkachọrọ
Invalid title scale s must be one of xx-small,x-small,small,medium,large,x-large,xx-large	Skéèlụ̀ isiokwu na-enweghị isi s ga-abụrịrị otu n'ime xx-small,x-small,small,medium,large,x-large,xx-large
Open Folder Window	Mepee d windo
Ask each time	Jụọ mgbe ọbụla
Could not open recently used document s	Emepenwughị dọkumenti nke ọfụụ ejirila rụọ ọrụ
Forward history	Ihu agụgụala
Default View	Ngosi Dìfọ́ọ̀ltụ̀
Error while copying.	Ndehie mgbe a na-edebata.
Sorry,could not change the permissions of s s	Ndọ,Agbanwenwughị ikike ahụ nke s.
X co-ordinate of panel	X co-ordinate nke paneelụ
Hide Panel	Zòó paneelụ
Force this application to exit	Wepụ n'ike usoroiheomume na-enye nsogbu
d coordinate expressions parsed in g seconds g seconds average	d chịkọlata nkọwa atọsasịrịla g n'oge ntabianya g oge ntabianya nhatanha
Whether to enable immediate deletion	Ma ọ bụ ka é kwé nhicha ozugbo
Nordic ISO-8859-10	Nordic ISO-8859-10
There is no s in this folder.Perhaps it was just moved or deleted	Enweghị s na nsomebefaịlụ a.onwere ike bụrụ na akpụghara ya mọọbụ na ehichara ya
GNOME Splash Screen	Gosi inyogo ngosi ndubanye
Deleting files	Ihicha faịlụ ndị ahụ2 minutes
Style has already been specified for state s focus s	Ezipụtala ọdịdị maka ọnọdụ s fókọ́ọ̀sụ̀ s
The fish's name	Aha azụ ahụ
Show Desktop Button	Gosi Bọtịn Desktọọpụ
No bookmarks defined	Enweghị ebe ndesịta ngosi ebe na faịlụ a kọwarala
Show all workspaces in	Gosi wọkspeesi niile na
Border s is unknown	Amaghị s àgbàtà
Default Thumbnail Icon Size	Dìfọ́ọ̀ltụ̀ aịkọn ógó zum
on the desktop	Na desktọ́ọ̀pụ̀
Could not remove the already existing file F.	Ewepụnwughị akara ya na aha 's'.
If true,the image will be scaled retaining the aspect ratio of the image to the panel height if horizontal.	Ọ bụrụ na ọ bụ eziokwu,a ga-skeelụ inyogo desagharia aspektị reshio nke inyogo n'ogo paneelụ ma ọ bụrụ na ọkwụ ogologo.
Toggle shaded state	Pịa n'ọnọdụ shéèdì
Add a New Pattern.	Tinye usoro ọfụụ.
Could not parse s as an integer	Enweghị ike ịtọsasị s dịka ịntiga
There was an error getting information about B.	Enwere ndehie ná mbubata usoroiheomume ahụ.
If true,the panel will occupy the entire screen width height if this is a vertical panel.In this mode the panel can only be placed at a screen edge.If false,the panel will only be large enough to accommodate the applets,launchers and buttons on the panel.	Ọ bụrụ na ọ bụ eziokwu,paneelụ ahụ ga-anọchị uhie inyogo niile ahụ ógō ma ọ bụrụ na nke a bụ vatikal paneelụ.Ábị́á na moodu a ga-edogowe paneelụ sọsọ n'isi inyogo.Ọ bụrụ na ọ bụ asị,paneelụ ahụ ga-ebu ibu nke ibubataju apleetị ndị ahụ,obubata na bọtịn paneelụ.
